APA number,ACC number,ACC Name,Address,Suburb / Town,From,To
906,3682,MELBOURNE PATHOLOGY,BLDG 2 AT CORIO MED CLINIC 1 BACCHUS MARSH RD,CORIO VIC 3214,10/02/2023,09/02/2027
906,3683,DOUGLASS HANLY MOIR PATH,PATH RM ST COLLUTHUS M/C L 1 30 CLYDE ST,KEMPSEY NSW 2440,06/03/2023,05/03/2027
906,3685,CAPITAL PATHOLOGY,PATH RM WINNUNGA NIMMITYJAH G 63 BOOLIMBA CRES,NARRABUNDAH ACT 2604,06/03/2023,05/03/2027
906,3686,SULLIVAN NICOLAIDES PATH,RANGE SHOPPING CTR SHOP 8 G 11 JAMES ST,TOOWOOMBA QLD 4350,15/03/2023,14/03/2027
906,3687,CAPITAL PATHOLOGY,PATHOLOGY SUITE G 16 MAHONY CT,WESTON ACT 2611,09/03/2023,08/03/2027
906,3688,DOUGLASS HANLY MOIR PATH,PTH ROOM DOUBLE BAY DRS G 422-424 NEW SOUTH HEAD RD,DOUBLE BAY NSW 2028,07/03/2023,06/03/2027
906,3689,CLINPATH LABORATORIES,PATH ROOM BLDG 1 G 23 GEORGE ST,THEBARTON SA 5031,15/03/2023,14/03/2027
906,3690,MELBOURNE PATHOLOGY,PTH RM GEELONG RESP & SLEEP 49 BELLERINE ST,GEELONG VIC 3220,27/03/2023,26/03/2027
906,3691,MELBOURNE PATHOLOGY,THE AVENUE PRIV HOSP RM PATH G 40 THE AVENUE,WINDSOR VIC 3181,01/04/2023,31/03/2027
906,3693,DOUGLASS HANLY MOIR,PATH RM REHOBOTH MC SHOP 2&3 329 URANA RD,LAVINGTON NSW 2641,11/04/2023,10/04/2027
906,3694,SULLIVAN NICOLAIDES PATH,SE 1 3 CROFTON ST,AYR QLD 4807,10/04/2023,09/04/2027
906,3695,SULLIVAN NICOLAIDES PATH,PTH SE NTH WEST P/H TCY 3&4 L 1 137 FLOCKTON ST,EVERTON PARK QLD 4053,17/04/2023,16/04/2027
906,3697,CLINPATH LABORATORIES,PATH RM UNISA HEALTH & MED 27 NORTH TCE,ADELAIDE SA 5000,17/04/2023,16/04/2027
906,3699,CLINIPATH PATHOLOGY,PATH RM SAMY MEDICAL PRAC U 2 3 HAYWARD ST,HARVEY WA 6220,01/05/2023,30/04/2027
906,3700,MELBOURNE PATHOLOGY,PATH SE OTWAY MED CLC LOT 2 31-35 CONNOR ST,COLAC VIC 3250,27/04/2023,26/04/2027
906,3701,MELBOURNE PATHOLOGY,25 HIGH ST,EAGLEHAWK VIC 3556,27/04/2023,26/04/2027
906,3702,MELBOURNE PATHOLOGY,"PATH SE, SIA MED MONTROSE G 10 LEITH RD",MONTROSE VIC 3765,27/04/2023,26/04/2027
906,3703,MELBOURNE PATHOLOGY,FIRST HLTH MED CEN SHP 111B 400 CRANBOURNE RD,NARRE WARREN SOU VIC 3805,27/04/2023,26/04/2027
906,3704,DOUGLASS HANLY MOIR PATH,PATH RM WILLOUGHBY MED PRAC G 158-160 MOWBRAY RD,WILLOUGHBY NSW 2068,14/05/2023,13/05/2027
906,3706,SULLIVAN NICOLAIDES PATH,SHOP G67 CLIFFORD GARDENS 100-124 ANZAC AVE,NEWTOWN QLD 4350,29/05/2023,28/05/2027
906,3707,CLINIPATH PATHOLOGY,PATH RM SKIN CANCER CLINIC U 7 217 WANNEROO RD,BALCATTA WA 6021,29/05/2023,28/05/2027
906,3708,CLINIPATH PATHOLOGY,PATH RM SKIN CANCER CLINIC U 6 14 MAPLETON AVE,AUBIN GROVE WA 6164,29/05/2023,28/05/2027
906,3709,DOUGLASS HANLY MOIR PATH,COMMERCIAL SHOP G 350 HOMER ST,EARLWOOD NSW 2206,13/06/2023,12/06/2027
906,3710,CLINIPATH PATHOLOGY,"PATH RM, BUNBURY FAMILY DR 27 FORREST AVE",SOUTH BUNBURY WA 6230,05/06/2023,04/06/2027
906,3711,SULLIVAN NICOLAIDES PATH,PATH RM IMBINA MEDICAL CTR 162 BOLSOVER ST,ROCKHAMPTON CITY QLD 4700,07/06/2023,06/06/2027
906,3713,MELBOURNE PATHOLOGY,PATH RM COMPLETE CARE M/C G 190 ALBERT ST,PRESTON VIC 3072,13/06/2023,12/06/2027
906,3715,CLINPATH LABORATORIES,PTH RM SA RESPIRATORY&SLEEP G 379 BRIGHTON RD,HOVE SA 5048,19/06/2023,18/06/2027
906,3716,MELBOURNE PATHOLOGY,PATH SE ROSEBUD SUPERCLINIC 12-16 BONEO RD,ROSEBUD VIC 3939,20/06/2023,19/06/2027
906,3719,SULLIVAN NICOLADIES,"PATH SUITE, JIMBOOMBA M/C 69 CERINA CCT",JIMBOOMBA QLD 4280,28/06/2023,27/06/2027
906,3720,CLINIPATH PATHOLOGY,"PATH ROOM, OASIS FERTILITY SE 4 L 1 38 MEADOWVALE AVE",SOUTH PERTH WA 6151,01/08/2023,31/07/2027
906,3721,CLINIPATH PATHOLOGY,"PATH SUITE, TOODYAY M/G 81 STIRLING TCE",TOODYAY WA 6566,21/06/2023,20/06/2027
906,3722,DOUGLASS HANLY MOIR,"PATH SUITE, HAMMONDVILLE MC 192-194 HEATHCOTE RD",HAMMONDVILLE NSW 2170,03/07/2023,02/07/2027
906,3723,SOUTHERN IML PATHOLOGY,PTH RM PARKES ST G/P 129 PARKES ST,HELENSBURGH NSW 2508,01/07/2023,30/06/2027
906,3724,DHM PATHOLOGY,PTH RM GUIRGUIS FAMILY M/P 29 STATION ST,FAIRFIELD NSW 2165,24/06/2023,23/06/2027
906,3727,DOUGLASS HANLY MOIR,PTH RM 1 ROZELLE TOTAL HLTH G 579 DARLING ST,ROZELLE NSW 2039,01/07/2023,30/06/2027
906,3728,SULLIVAN NICOLAIDES,SINNAMON PK MC SE D201 L 2 554 SEVENTEEN M/ROCKS RD,SINNAMON PARK QLD 4073,10/07/2023,09/07/2027
906,3729,CLINPATH LABORATORIES,PATH RM MALVERN MEDICAL CTR 75 FAIRFORD ST,UNLEY SA 5061,10/07/2023,09/07/2027
906,3730,SOUTHERNIML PATHOLOGY,PATH AREA SE 2 336 CROWN ST,WOLLONGONG NSW 2500,05/07/2023,04/07/2027
906,3731,CLINPATH LABORATORIES,PATH RM HILL COVE MEDICAL 37 MAIN SOUTH RD,O'HALLORAN HILL SA 5158,17/07/2023,16/07/2027
906,3732,DOUGLASS HANLY MOIR PATH,P/R ST LEONARDS FAM M/C T2 SHOP R101 88 CHRISTIE ST,ST LEONARDS NSW 2065,10/07/2023,09/07/2027
906,3733,CLINIPATH PATHOLOGY,"PATH RM, ELLEN STIRLING M/C G 30 ELLEN STIRLING PDE",ELLENBROOK WA 6069,10/07/2023,09/07/2027
906,3735,CLINPATH LABORATORIES,PTH RM 1&2 TOTAL GP CARE T9 L 1 166 THE PDE,NORWOOD SA 5067,18/07/2023,17/07/2027
906,3736,CLINIPATH PATHOLOGY,PATH RM TWO ROCKS M/C U 8 8 ENTERPRISE AVE,TWO ROCKS WA 6037,24/07/2023,23/07/2027
906,3737,CAPITAL PATHOLOGY,"PATH RM, THRIVE GP 161 GOULBURN ST",CROOKWELL NSW 2583,01/08/2023,31/07/2027
906,3738,MELBOURNE PATHOLOGY,PATH ROOM ELEVATE MEDICAL G 305 WARRIGAL RD,BURWOOD VIC 3125,25/07/2023,24/07/2027
906,3739,SULLIVAN NICOLAIDES,PREMION PLACE SE 4 G 39 WHITE ST,SOUTHPORT QLD 4215,02/08/2023,01/08/2027
906,3740,MELBOURNE PATHOLOGY,PTH SE ARMADALE WOMENS HLTH G 17 KOOYONG RD,ARMADALE VIC 3143,28/07/2023,27/07/2027
906,3741,MELBOURNE PATHOLOGY,SHOP 5A 266 BOLTON ST,ELTHAM VIC 3095,08/08/2023,07/08/2027
906,3742,SULLIVAN NICOLAIDES PATH,PATHOLOGY ROOM ALFA MEDICAL L 1 330 SHERIDAN ST,CAIRNS NORTH QLD 4870,02/08/2023,01/08/2027
906,3743,DOUGLASS HANLY MOIR PATH,PTH RM TORONTO M/C SE 3 L 1 239-241 EXCELSIOR PDE,TORONTO NSW 2283,07/08/2023,06/08/2027
906,3745,NORTH WEST PATHOLOGY,CONS RM 7 OCHRE MEDICAL CTR 14 KING ST,SMITHTON TAS 7330,17/08/2023,16/08/2027
906,3746,HOBART PATHOLOGY,PATH RM BOTHWELL MED CTR 13-17 PATRICK ST,BOTHWELL TAS 7030,01/09/2023,31/08/2027
906,3747,SULLIVAN NICOLAIDES PATH,PATH SE PINDARA SPEC LG.05 L 1&2 29 CARRARA ST,BENOWA QLD 4217,16/08/2023,15/08/2027
906,3748,SULLIVAN NICOLAIDES PATH,PATH SE TARGET HEALTH M/C 65-67 EDITH ST,INNISFAIL QLD 4860,28/08/2023,27/08/2027
906,3750,HOBART PATHOLOGY,PATH SUITE GROSVENOR ST GP LG 57 GROSVENOR ST,SANDY BAY TAS 7005,01/09/2023,31/08/2027
906,3751,DOUGLASS HANLY MOIR,PATH ROOM HEALTHHUB TAREE 15 BUTTERWORTH LANE,TAREE NSW 2430,04/09/2023,03/09/2027
906,3752,SULLIVAN NICOLAIDES,PATH SE PALMERSTON S/C GF SHOP 60 10 TEMPLE TCE,PALMERSTON NT 830,01/09/2023,31/08/2027
906,3753,SULLIVAN NICOLAIDES PATH,"PATH RM, WOOPI MEDICAL CTR 2 MARKET ST",WOOLGOOLGA NSW 2456,04/09/2023,03/09/2027
906,3754,CLINIPATH PATHOLOGY,PATH RM KARIS MEDICAL GROUP 36 BATES ST,MERREDIN WA 6415,18/09/2023,17/09/2027
906,3755,CLINPATH LABORATORIES,PATH RM FITZROY MEDICAL CLC 40-42 PROSPECT RD,PROSPECT SA 5082,11/09/2023,10/09/2027
906,3756,CLINIPATH PATHOLOGY,P/R KARRINYUP DERMATOLOGY 5 CHEDDAR PL,KARRINYUP WA 6018,11/09/2023,10/09/2027
906,3757,SULLIVAN NICOLAIDES PATH,P/S KEDRON PARK 7 DAY MC U4 G 278 GYMPIE RD,KEDRON QLD 4031,25/09/2023,24/09/2027
906,3758,SULLIVAN NICOLAIDES PATH,ESK CENTRAL SHOPPING CENTRE SHOP 3 101 IPSWICH ST,ESK QLD 4312,01/10/2023,30/09/2027
906,3759,CLINIPATH PATHOLOGY,"PATH RM, CARNARVON MED CTR 52 ROBINSON ST",CARNARVON WA 6701,02/10/2023,01/10/2027
906,3760,CLINIPATH PATHOLOGY,PTH RM BOULEVARD M/WELL CTR SHOP T6 316 THE BVD,CITY BEACH WA 6015,01/10/2023,30/09/2027
906,3762,CLINIPATH PATHOLOGY,PTH SE PARK MED GRP TNCY 49 230 MANNING RD,WATERFORD WA 6152,09/10/2023,08/10/2027
906,3763,SULLIVAN NICOLAIDES PATH,TNCY 4 BELGIAN GARDENS MC 23 BUNDOCK ST,BELGIAN GARDENS QLD 4810,02/10/2023,01/10/2027
906,3764,CLINPATH LABORATORIES,PTH RM FLORY CLC LINCOLN CT SHOP 8 128-138 BRIDGE RD,POORAKA SA 5095,29/09/2023,28/09/2027
906,3766,CLINIPATH PATHOLOGY,PTH RM SWANCARE BENTLEY M/C 30 GRAHAM CRES,BENTLEY WA 6102,16/10/2023,15/10/2027
906,3769,MELBOURNE PATHOLOGY,MELB GASTROENTEROLOY SRVS G 83 DONCASTER RD,BALWYN NORTH VIC 3104,09/10/2023,08/10/2027
906,3770,SULLIVAN NICOLAIDES PATH,PATH RM TRINITY BEACH MC SHOP 2 5-9 RABAUL ST,TRINITY BEACH QLD 4879,17/10/2023,16/10/2027
906,3771,MELBOURNE PATHOLOGY,PATH RM CAIRNLEA SUPER CLC SE 1 G 80 CARMODY DR,CAIRNLEA VIC 3023,13/10/2023,12/10/2027
906,3773,DOUGLASS HANLY MOIR,PATH SUITE 52 LORD ST,PORT MACQUARIE NSW 2444,16/10/2023,15/10/2027
906,3774,CLINPATH LABORATORIES,PATH RM MALVERN MEDICAL CTR 80 BELAIR RD,HAWTHORN SA 5062,16/10/2023,15/10/2027
906,3775,DOUGLASS HANLY MOIR PATH,SE6.06 & 6.07 CHINATOWN CTR L 6 405-411 SUSSEX ST,SYDNEY NSW 2000,23/10/2023,22/10/2027
906,3777,CLINIPATH PATHOLOGY,"PATH RM, THE GARDEN FMC 12 ERADE DR",PIARA WATERS WA 6112,07/12/2023,06/12/2027
906,3778,CLINIPATH PATHOLOGY,"PATH RM, MARGARET RIVER MC 87 BUSSELL HWY",MARGARET RIVER WA 6285,01/11/2023,31/10/2027
906,3779,MELBOURNE PATHOLOGY,PATH RM AT ST KILDA MED GRP G 81 GREY ST,ST KILDA VIC 3182,27/10/2023,26/10/2027
906,3780,MELBOURNE PATHOLOGY,SUNSHINE PRIVATE HOSPITAL SE G4 G 147-149 FURLONG RD,ST ALBANS VIC 3021,27/10/2023,26/10/2027
906,3783,MELBOURNE PATHOLOGY,PATH RM AT WILLIAMSTOWN MC 76 STEVEDORE ST,WILLIAMSTOWN VIC 3016,27/10/2023,26/10/2027
906,3784,MELBOURNE PATHOLOGY,PATH SE NEXT PRAC LOTS 1&6 G 96-100 GREVILLE ST,PRAHRAN VIC 3181,27/10/2023,26/10/2027
906,3785,CLINIPATH PATHOLOGY,PATH RM WA SPECIALIST CTR 1 KING GEORGE ST,VICTORIA PARK WA 6100,13/11/2023,12/11/2027
906,3786,DOUGLASS HANLY MOIR PATH,SE 6.04 L 6 THE BOND 8 ELIZABETH MACARTHUR DR,BELLA VISTA NSW 2153,07/11/2023,06/11/2027
906,3787,SULLIVAN NICOLAIDES PATH,SHOP 5 FERNY FAIR S/C 170 PATRICKS RD,FERNY HILLS QLD 4055,10/11/2023,09/11/2027
906,3788,DOUGLASS HANLY MOIR PATH,PATH RM RANDWICK MEDICAL 155 BELMORE RD,RANDWICK NSW 2031,13/11/2023,12/11/2027
906,3789,CLINPATH LABORATORIES,PATH RM TRINITY CARE F/P 742 MARION RD,MARION SA 5043,21/11/2023,20/11/2027
906,3790,MELBOURNE PATHOLOGY,NORTHCOTE PLAZA SH GX 08&09 3 SEPARATION ST,NORTHCOTE VIC 3070,27/11/2023,26/11/2027
906,3791,MELBOURNE PATHOLOGY,PATH RM WOMEN'S HEALTH MELB 330 BALACLAVA RD,CAULFIELD NORTH VIC 3161,27/11/2023,26/11/2027
906,3792,CLINIPATH PATHOLOGY,PATH SE ST JOHN MED TEN 5 21-93 JOONDALUP DR,EDGEWATER WA 6027,01/12/2023,30/11/2027
906,3793,CLINIPATH PATHOLOGY,PATH SE ST JOHN MED SHOP U12 G 816 BEELIAR DR,SUCCESS WA 6164,01/12/2023,30/11/2027
906,3794,CLINPATH LABORATORIES,"PATH SE, CRAFTER MED CLINIC G 126 BELAIR RD",HAWTHORN SA 5062,27/11/2023,26/11/2027
906,3795,CLINPATH LABORATORIES,PATH SE FOUNTAIN VALLEY M/C SHOP 6 50 KENIHANS RD,HAPPY VALLEY SA 5159,04/12/2023,03/12/2027
906,3796,CLINPATH LABORATORIES,PORT ADELAIDE PLZA SC SHT48 200-220 COMMERCIAL RD,PORT ADELAIDE SA 5015,04/12/2023,03/12/2027
906,3797,CLINIPATH PATHOLOGY,PATH RM DR NORTHBRIDGE M/C 68 ABERDEEN ST,NORTHBRIDGE WA 6003,11/12/2023,10/12/2027
906,3798,CLINIPATH PATHOLOGY,"PATH RM, PRESTIGE MED CTR SHOP 14-15 7 CHERITON DR",CARRAMAR WA 6031,18/12/2023,17/12/2027
906,3799,SULLIVAN NICOLAIDES,PTH SE ACACIA COUNTRY PRACT SHOP 4B G 4-12 WILLS ST,CHARLEVILLE QLD 4470,08/01/2024,07/01/2028
906,3800,DOUGLASS HANLY MOIR PATH,SHOP 2 G 366-372 SYDNEY RD,BALGOWLAH NSW 2093,12/12/2023,11/12/2027
906,3801,CLINPATH LABORATORIES,PATH RM KENSINGTON PARK M/P 84 SHIPSTERS RD,KENSINGTON PARK SA 5068,13/12/2023,12/12/2027
906,3803,CLINIPATH PATHOLOGY,PATH RM U 1 135 NORTON PROM,DALYELLUP WA 6230,08/01/2024,07/01/2028
906,3804,CLINPATH LABORATORIES,WELLAND PLAZA SHOP 11 508-514 PORT RD,WELLAND SA 5007,21/12/2023,20/12/2027
906,3805,DOUGLASS HANLY MOIR PATH,PATH RM BURWOOD FAMILY DRS G 90 BURWOOD RD,BURWOOD NSW 2134,15/01/2024,14/01/2028
906,3806,DOUGLASS HANLY MOIR PATH,"PATH RM, KELSO MEDICAL CTR SHOP 11 13 MARSDEN LANE",KELSO NSW 2795,02/01/2024,01/01/2028
906,3807,SULLIVAN NICOLAIDES PATH,"PATH SE, JINDALEE CARE MED 6 PAVILIONS CL",JINDALEE QLD 4074,27/12/2023,26/12/2027
906,3808,CLINIPATH PATHOLOGY,SEYMOUR HOUSE U 6 54 DUNN BAY RD,DUNSBOROUGH WA 6281,22/12/2023,21/12/2027
906,3809,SOUTHERN IML PATHOLOGY,"PATH RM, ENGADINE MED PRACT 1105 OLD PRINCES HWY",ENGADINE NSW 2233,20/12/2023,19/12/2027
906,3810,DOUGLASS HANLY MOIR PATH,"PATH RM, BURNS BAY MED CTR G 175 BURNS BAY RD",LANE COVE NSW 2066,08/01/2024,07/01/2028
906,3811,CLINPATH LABORATORIES,78 ADELAIDE RD,GAWLER SOUTH SA 5118,27/12/2023,26/12/2027
906,3812,DOUGLASS HANLY MOIR PATH,PATH RM HIGHLANDS GEN PRAC SE 1 41 WILLOW DR,MOSS VALE NSW 2577,15/01/2024,14/01/2028
906,3813,MELBOURNE PATHOLOGY,PATH RM AT YARRAWONGA M/C 29 HUME ST,YARRAWONGA VIC 3730,25/01/2024,24/01/2028
906,3815,CLINPATH LABORATORIES,PATH RM INTEGRATIVE HEALTH G 13 LAFFERS RD,BELAIR SA 5052,22/01/2024,21/01/2028
906,3816,HOBART PATHOLOGY,PATH SE HLTH HUB ON THE AVE L G & 1 10-12 THE AVE,NEW NORFOLK TAS 7140,29/01/2024,28/01/2028
906,3817,DOUGASS HANLY MOIR PATH,PATH RM YOUNG MED CTR SHOP 22-25 G 1 CIVIC RD,AUBURN NSW 2144,29/01/2024,31/12/2025
906,3820,SULLIVAN NICOLAIDES PATH,PATH RM TOOGOOD MED CTR 598-600 BRUCE HWY,WOREE QLD 4868,05/02/2024,04/02/2028
906,3821,SULLIVAN NICOLAIDES PATH,PATH RM YORKEYS MEDICAL U 2 455 VARLEY ST,YORKEYS KNOB QLD 4878,05/02/2024,04/02/2028
906,3824,CLINPATH LABORATORIES,PATH RM BEDFORD MEDICAL CLC 913 SOUTH RD,CLARENCE GARDENS SA 5039,19/02/2024,18/02/2028
906,3825,CLINPATH LABORATORIES,"PATH RM 1&2, BLDG 2, S/CARE 5 COMMERCIAL RD",SHEIDOW PARK SA 5158,12/02/2024,11/02/2028
906,3828,CLINPATH LABORATORIES,PATH SE VICTOR MEDICAL CTR L 1 11-15 TORRENS ST,VICTOR HARBOR SA 5211,19/02/2024,18/02/2028
906,3829,CLINPATH LABORATORIES,PTH RM EQUALS INTERNATIONAL G 54 CURRIE ST,ADELAIDE SA 5000,19/02/2024,18/02/2028
906,3832,SULLIVAN NICOLAIDES PATH,PATH RM MUDGEERABA FAM MED SHOP 4 2 BELL ST,MUDGEERABA QLD 4213,01/03/2024,28/02/2026
906,3834,CLINIPATH PATHOLOGY,PATH RM MUCHEA MEDICAL CTR 29 EDWARDS PL,MUCHEA WA 6501,01/04/2024,31/03/2026
906,3835,DOUGLASS HANLY MOIR PATH,PATH SE WOOLOOWARE FAM M/P 182 KINGSWAY,WOOLOOWARE NSW 2230,04/03/2024,03/03/2026
906,3836,CLINIPATH PATHOLOGY,PATH RM SONIC HEALTHPLUS U 1 4&5 24 PEDLAR CCT,ROCKINGHAM WA 6168,01/04/2024,31/03/2026
906,3838,DOUGLASS HANLY MOIR PATH,PTH SE NEPEAN PRIV HOSP L 2 SE 3 1-9 BARBER AVE,KINGSWOOD NSW 2747,06/03/2024,05/03/2026
906,3840,CLINIPATH PATHOLOGY,PATH RM GROW MEDICAL GROUP U 1 G 1 FAIRYWREN ST,BANKSIA GROVE WA 6031,01/04/2024,31/03/2026
906,3841,MELBOURNE PATHOLOGY,PATH SUITE THE TRAVEL DR 28 CRANBOURNE RD,FRANKSTON VIC 3199,11/03/2024,10/03/2026
906,3842,SOUTHERN IML PATHOLOGY,"PATH RM, UNANDERRA COMM DRS FL 1 33 FARMBOROUGH RD",UNANDERRA NSW 2526,11/03/2024,10/03/2026
906,3843,CLINIPATH PATHOLOGY,PTH RM FERTILITY SPEC OF WA L 1 278 STIRLING HWY,CLAREMONT WA 6010,18/03/2024,17/03/2026
906,3845,CAPITAL PATHOLOGY,SE2 ANU MED CTR HWH B156 L 2&3 60 BARRY DR,ACTON ACT 2601,08/04/2024,07/04/2026
906,3847,CLINPATH LABORATORIES,"PATH RM, HAHNDORF M/C U 1C 48-50 MOUNT BARKER RD",HAHNDORF SA 5245,01/04/2024,31/03/2026
906,3848,HOBART PATHOLOGY,BRIGHTON REGIONAL MEDICAL SE 2 209 BRIGHTON RD,BRIGHTON TAS 7030,02/04/2024,01/04/2026
906,3849,CLINPATH LABORATORIES,PATH RM WOODVILLE SOUTH GP 4 WOODVILLE RD,WOODVILLE SOUTH SA 5011,01/04/2024,31/03/2026
906,3851,SOUTHERN IML PATHOLOGY,CORRIMAL FAMILY MEDICAL RM 8 69 RAILWAY ST,CORRIMAL NSW 2518,04/04/2024,03/04/2026
906,3852,CLINIPATH PATHOLOGY,PATH RM DIANELLA TOTAL HLTH 4A-4B BAYLEY ST,DIANELLA WA 6059,02/04/2024,01/04/2026
906,3854,MELBOURNE PATHOLOGY,PATH RM AT CENTRE RD M/C 868 CENTRE RD,BENTLEIGH EAST VIC 3165,11/04/2024,10/04/2026
906,3855,SULLIVAN NICOLAIDES PATH,PATH RM COFFS MEDICAL CTR G 42 GORDON ST,COFFS HARBOUR NSW 2450,05/04/2024,04/04/2026
906,3856,DOUGLASS HANLY MOIR PATH,PATH SE KIRRAWEE FAMILY M/P L 1 455 PRESIDENT AVE,KIRRAWEE NSW 2232,15/04/2024,14/04/2026
906,3857,CLINPATH LABORATORIES,L 1 572-580 LOWER NORTH EAST RD,CAMPBELLTOWN SA 5074,16/04/2024,15/04/2026
906,3858,CLINIPATH PATHOLOGY,PATH RM VITA MED & SKIN CLC U 4 264 PINJARRA RD,MANDURAH WA 6210,15/04/2024,14/04/2026
906,3859,DOUGLASS HANLY MOIR PATH,SHOP SP220 L 1 801-809 PENNANT HILLS RD,CARLINGFORD NSW 2118,15/04/2024,14/04/2026
906,3860,CAPITAL PATHOLOGY,"PATH RM, BUNGENDORE MED CTR 36 ELLENDON ST",BUNGENDORE NSW 2621,26/04/2024,25/04/2026
906,3861,CLINPATH LABORATORIES,PATH RM GENERATIONS FAM M/P SHOP 18&19 113-131 DAYS RD,CROYDON PARK SA 5008,24/04/2024,23/04/2026
906,3862,DOUGLASS HANLY MOIR PATH,PATH RM OCHRE MEDICAL CTR G 7 SMITH ST,NORTH TAMWORTH NSW 2340,01/05/2024,30/04/2026
906,3863,SULLIVAN NICOLAIDES PATH,PATH RM LATITUDE 19 HEALTH 68 SOONING ST,NELLY BAY QLD 4819,26/04/2024,25/04/2026
906,3864,SULLIVAN NICOLAIDES PATH,PATH RM HEALTH HQ TENANCY 1 L 2 127 QUEEN ST,SOUTHPORT QLD 4215,01/05/2024,30/04/2026
906,3865,CLINPATH LABORATORIES,PTH RM GILLES PLAINS MC T33 575 NORTH EAST RD,GILLES PLAINS SA 5086,29/04/2024,28/04/2026
906,3867,MELBOURNE PATHOLOGY,PATH SE LATROBE PRIV HOSP L 1 920 PLENTY RD,BUNDOORA VIC 3083,26/04/2024,25/04/2026
906,3868,DOUGLASS HANLY MOIR PATH,PATH RM OBERON MEDICAL CTR G 148 OBERON ST,OBERON NSW 2787,06/05/2024,05/05/2026
906,3869,SULLIVAN NICOLAIDES PATH,PLAINLAND HOME & LIFE T10 12 BURDEKIN ST,PLAINLAND QLD 4341,02/05/2024,01/05/2026
906,3870,DOUGLASS HANLY MOIR PATH,SE 2 UPPER MTNS M/C SE 1-2 G 3 GOLDSMITH PL,KATOOMBA NSW 2780,29/04/2024,28/04/2026
906,3871,CLINIPATH PATHOLOGY,"PATH RM, OASIS FERTILITY U 10 FL 1 26 DUGDALE ST",WARWICK WA 6024,13/05/2024,12/05/2026
906,3872,DOUGLASS HANLY MOIR PATH,"RM A5, TENANCY 1.03, BLD A 2 TECHNOLOGY PL",WILLIAMTOWN NSW 2318,06/05/2024,05/05/2026
906,3873,CLINIPATH PATHOLOGY,"PATH RM, KIMBERLEY MED GRP U 2 19 HAMERSLEY ST",BROOME WA 6725,06/05/2024,05/05/2026
906,3874,MELBOURNE PATHOLOGY,PATH SE DRS AT BRANDON PARK 580 FERNTREE GULLY RD,WHEELERS HILL VIC 3150,20/05/2024,19/05/2026
906,3875,MELBOURNE PATHOLOGY,PATH RM FAMILY CLINICS G 478 KOOYONG RD,CAULFIELD SOUTH VIC 3162,10/05/2024,09/05/2026
906,3876,CLINPATH LABORATORIES,PATH SE AND OFF G F TENANCY G 333-337 SOUTH TCE,ADELAIDE SA 5000,13/05/2024,12/05/2026
906,3877,DOUGLASS HANLY MOIR PATH,SHOPS 5 6 & 7 MEZZANINE G 613 HUME HWY,CASULA NSW 2170,13/05/2024,12/05/2026
906,3878,DOUGLASS HANLY MOIR PATH,"PATH ROOM, MYHEALTH REDFERN SHOP 3-5 7-9 GIBBONS ST",REDFERN NSW 2016,22/05/2024,21/05/2026
906,3879,CLINIPATH PATHOLOGY,PATH SE ST JOHN URGENT CARE U 6&7 8 CLAYTON ST,MIDLAND WA 6056,27/05/2024,26/05/2026
906,3880,CLINIPATH PATHOLOGY,PATH RM METTA M/C SHOP 1280 L 1 200 KARRINYUP RD,KARRINYUP WA 6018,27/05/2024,26/05/2026
906,3881,SULLIVAN NICOLAIDES PATH,PATH SE HYDE PARK M/C 16-20 BAYSWATER RD,HYDE PARK QLD 4812,31/05/2024,30/05/2026
906,3883,DOUGLASS HANLY MOIR PATH,CONSULT RM 2 VECARE HEALTH 84 COMMERCIAL ST,WALLA WALLA NSW 2659,04/06/2024,03/06/2026
906,3884,CLINIPATH PATHOLOGY,PATH RM FORUM MEDICAL GROUP SE 1 G 178 CAMBRIDGE ST,WEMBLEY WA 6014,01/07/2024,30/06/2026
906,3885,MELBOURNE PATHOLOGY,PATH RM ACLAND ST MED CTR 169-171 ACLAND ST,ST KILDA VIC 3182,17/06/2024,16/06/2026
906,3886,SULLIVAN NICOLAIDES PATH,PATH RM APOLLO GENERAL PRAC G 45 BULCOCK ST,CALOUNDRA QLD 4551,24/06/2024,23/06/2026
906,3887,CLINIPATH PATHOLOGY,PATH RM BOULDER MED & OHC 49 BURT ST,BOULDER WA 6432,19/06/2024,18/06/2026
906,3888,CLINIPATH PATHOLOGY,"PATH SE, COMO GP CLINIC 155 SOUTH TCE",COMO WA 6152,01/07/2024,30/06/2026
906,3889,CLINPATH LABORATORIES,PATH RM 1&2 STIRLING HOSP 20 MILAN TCE,STIRLING SA 5152,24/06/2024,23/06/2026
906,3890,MELBOURNE PATHOLOGY,"PATH RM, MULWALA CTR & SKIN SHOP 4 95-103 MELBOURNE ST",MULWALA NSW 2647,28/06/2024,27/06/2026
906,3893,SULLIVAN NICOLAIDES PATH,"PATH AR, RAMSAY HEALTH PLUS SE 13 G 3 DOHERTY ST",BIRTINYA QLD 4575,10/07/2024,09/07/2026
906,3894,SULLIVAN NICOLAIDES PATH,PATH RM DRS AT REDLANDS M/C 189 VIENNA RD,ALEXANDRA HILLS QLD 4161,15/07/2024,14/07/2026
